ifs_table;ifs_column;ifs_type;mandatory;insertable;primary_key;sap_source_or_rule;comment
MAINT_MATERIAL_REQ_LINE;supply_source_ref_type_db;varchar(20);FALSE;TRUE;FALSE;Non alimenté à ce stade / laissé NULL;ne pas renseigner
MAINT_MATERIAL_REQ_LINE;delivery;varchar(4000);FALSE;TRUE;FALSE;Non alimenté à ce stade / laissé NULL;ne pas renseigner
MAINT_MATERIAL_REQ_LINE;delivery_db;varchar(20);TRUE;TRUE;FALSE;Non alimenté à ce stade / laissé NULL;"""NORMAL"""
MAINT_MATERIAL_REQ_LINE;part_type;varchar(4000);FALSE;TRUE;FALSE;Non alimenté à ce stade / laissé NULL;ne pas renseigner
MAINT_MATERIAL_REQ_LINE;part_type_db;varchar(20);FALSE;TRUE;FALSE;Non alimenté à ce stade / laissé NULL;ne pas renseigner
MAINT_MATERIAL_REQ_LINE;mobile_created;varchar(4000);FALSE;FALSE;FALSE;Non alimenté à ce stade / laissé NULL;ne pas renseigner
MAINT_MATERIAL_REQ_LINE;mobile_created_db;varchar(20);FALSE;FALSE;FALSE;Non alimenté à ce stade / laissé NULL;"""FALSE"""
MAINT_MATERIAL_REQ_LINE;objid;varchar(10);FALSE;FALSE;FALSE;Non alimenté à ce stade / laissé NULL;0
MAINT_MATERIAL_REQ_LINE;objversion;varchar(2000);FALSE;FALSE;FALSE;Non alimenté à ce stade / laissé NULL;0
MAINT_MATERIAL_REQ_LINE;cf_alt_on_hand_qty;numeric;FALSE;FALSE;FALSE;Non alimenté à ce stade / laissé NULL;
MAINT_MATERIAL_REQ_LINE;cf_ecartqtedispo;numeric;FALSE;FALSE;FALSE;Non alimenté à ce stade / laissé NULL;
MAINT_MATERIAL_REQ_LINE;cf_on_supply_qty;numeric;FALSE;FALSE;FALSE;Non alimenté à ce stade / laissé NULL;
MAINT_MATERIAL_REQ_LINE;no_part_description;varchar(2000);FALSE;TRUE;FALSE;Non alimenté à ce stade / laissé NULL;
MAINT_MATERIAL_REQ_LINE;buy_unit_meas;varchar(10);FALSE;TRUE;FALSE;Non alimenté à ce stade / laissé NULL;
MAINT_MATERIAL_REQ_LINE;pickup_task_id;numeric;FALSE;TRUE;FALSE;Non alimenté à ce stade / laissé NULL;
MAINT_MATERIAL_REQ_LINE;consumed_qty;numeric;FALSE;TRUE;FALSE;Non alimenté à ce stade / laissé NULL;
MAINT_MATERIAL_REQ_LINE;fbuy_unit_price;numeric;FALSE;TRUE;FALSE;Non alimenté à ce stade / laissé NULL;
MAINT_MATERIAL_REQ_LINE;external_id;varchar(500);FALSE;TRUE;FALSE;Non alimenté à ce stade / laissé NULL;
MAINT_MATERIAL_REQ_LINE;sender_type;varchar(4000);FALSE;TRUE;FALSE;Non alimenté à ce stade / laissé NULL;
MAINT_MATERIAL_REQ_LINE;sender_type_db;varchar(20);FALSE;TRUE;FALSE;Non alimenté à ce stade / laissé NULL;
MAINT_MATERIAL_REQ_LINE;sender_id;varchar(50);FALSE;TRUE;FALSE;Non alimenté à ce stade / laissé NULL;
MAINT_MATERIAL_REQ_LINE;supply_site;varchar(5);FALSE;TRUE;FALSE;même valeur que spare_contract;
MAINT_MATERIAL_REQ_LINE;mobile_warranty;varchar(4000);FALSE;FALSE;FALSE;Non alimenté à ce stade / laissé NULL;
MAINT_MATERIAL_REQ_LINE;mobile_warranty_db;varchar(20);FALSE;FALSE;FALSE;Non alimenté à ce stade / laissé NULL;
MAINT_MATERIAL_REQ_LINE;purchase_method;varchar(4000);FALSE;TRUE;FALSE;Non alimenté à ce stade / laissé NULL;
MAINT_MATERIAL_REQ_LINE;purchase_method_db;varchar(20);FALSE;TRUE;FALSE;Non alimenté à ce stade / laissé NULL;
MAINT_MATERIAL_REQ_LINE;service_type;varchar(20);FALSE;TRUE;FALSE;Non alimenté à ce stade / laissé NULL;
MAINT_MATERIAL_REQ_LINE;note;varchar(2000);FALSE;TRUE;FALSE;RESB.SGTXT;
